image,prediction
TheAfternoonMeal_LuisMel_ndez_.png,religious
TheAgeofReptiles.png,religious
TheAngerofAchilles.png,religious
TheAwakeningConscience.png,religious
TheBacchanaloftheAndrians.png,religious
TheBattleBetweenLoveandChastity.png,religious
TheBirthofVenus_Bouguereau_.png,religious
TheBoy_Modigliani_.png,religious
TheBridge_M_C_Escher_.png,religious
TheBrightSide_painting_.png,religious
TheCallingofStMatthew_Caravaggio_.png,religious
TheCircus_Seurat_.png,religious
TheCobbler_sApprentice.png,religious
TheCollectorofPrints_EdgarDegas_.png,religious
TheConjurer_painting_.png,religious
TheDeathofSocrates.png,religious
TheDistrestPoet.png,religious
TheDyingDandy.png,religious
TheEducationoftheVirgin_PaintingbyMichaelinaWautier_.png,religious
TheEmbarkationoftheQueenofSheba.png,religious
TheEnigmaoftheHour.png,religious
TheFianc_eofBelus.png,religious
TheFindingofErichthonius.png,religious
TheFindingofMoses_Alma-Tademapainting_.png,religious
TheForestFire.png,religious
TheForge_Goya_.png,religious
TheFountainofIndolence.png,religious
TheGhostofaFlea.png,religious
TheGildedCage_EvelynDeMorganpainting_.png,religious
TheGildedCage_SaintGeorgeHarepainting_.png,religious
TheHolyFamilywithSaintJoachimandSaintAnneBeforetheEternalGlory.png,religious
TheIncredulityofSaintThomas_Caravaggio_.png,religious
TheInterventionoftheSabineWomen.png,religious
TheJesterDonJohnofAustria.png,religious
TheKingDrinks_Jordaens_Brussels_.png,religious
TheKitchenMaid_Chardin_.png,religious
TheKnittingGirl.png,religious
TheLacemaker_Vermeer_.png,religious
TheLadyofShalott_painting_.png,religious
TheLastJudgment_Boschtriptych_.png,religious
TheListeningHousewife.png,religious
TheLordisMyShepherd_EastmanJohnson_.png,religious
TheMadonnaandChildwithSaintsJoseph_Elizabeth_andJohntheBaptist.png,religious
TheMarriageofStrongbowandAoife.png,religious
TheMartyrdomofSaintMaurice.png,religious
TheMassatBolsena.png,religious
TheMiracleoftheDesecratedHost.png,religious
TheMonarchoftheGlen_painting_.png,religious
TheParisianLife_painting_.png,religious
ThePastonTreasure.png,religious
TheRussianShipoftheLine_Asow_andaFrigateatAnchorintheRoadsofElsinore.png,religious
TheSacramentoftheLastSupper.png,religious
TheSeasideatPalavas.png,religious
TheShrimpGirl.png,religious
TheSlaveShip.png,religious
TheSource_Ingres_.png,religious
TheStoningofSaintStephen.png,religious
TheStoryofVirginia_Botticelli_.png,religious
TheStreetEnterstheHouse.png,religious
TheSubmissionofPrinceDipoNegorotoGeneralDeKock.png,religious
TheTemptationofSaintAnthony_Ernstpainting_.png,religious
TheThreePhilosophers.png,religious
TheTributeMoney_Titian_.png,religious
TheTwoSisters_Lemmenpainting_.png,religious
TheVirginandChildwithTwoAngels_AndreadelVerrochio_.png,religious
TheVirginofCharity_ElGreco_.png,religious
TheVisionofSaintPeterNolasco.png,religious
TheWatzmann.png,religious
TheYellowHouse.png,religious
TheodosiusandSaintAmbrose_Rubens_.png,religious
TimeordersOldAgetodestroyBeauty.png,religious
Triptych_May_June1973.png,religious
TwoGirlsDressingaKittenbyCandlelight.png,religious
TwoRunningGirls.png,religious
TwoWomenwithaCandle.png,religious
U_S_A__painting_.png,religious
VenusandAmor.png,religious
VenusandMars_Botticelli_.png,religious
ViewfromtheArtist_sWindow.png,religious
ViewofEgmondaanZee.png,religious
VincentvanGogh_Russellpainting_.png,religious
Vr_actriptych.png,religious
WaterWillow_Rossetti_.png,religious
WheatFields_vanRuisdael_.png,religious
WomanwithaPearlNecklaceinaLoge.png,religious
YoungGardeners.png,religious
YoungLadiesoftheVillage.png,religious
YoungManwithanApple_Raphael_.png,religious
YvonneetChristineLerolleaupiano.png,religious
