image,prediction
DeadChristSupportedbyTwoAngels.png,Italian
DianaandCallisto.png,Italian
Dreamvision_paintings_.png,Italian
DresdenFromtheRightBankoftheElbeAbovetheAugustusBridge.png,Italian
DynamismofaHumanBody_Boxer.png,Italian
EarlyEveningLandscape.png,Italian
EcceHomo_Bosch_1490s_.png,Italian
EcceHomo_Caravaggio_.png,Italian
EightBells_painting_.png,Italian
EllenTerryasLadyMacbeth.png,Italian
EquestrianPortraitofElisabethofFrance.png,Italian
ErasistratusDiscoveringtheCauseofAntiochus_Disease.png,Italian
Espa_ayFilipinas.png,Italian
EstherbeforeAhasuerus.png,Italian
EveningatKuerners.png,Italian
F_tesV_nitiennes.png,Italian
FallingAutumnLeaves.png,Italian
FloodPlain_painting_.png,Italian
Flora_Titian_.png,Italian
Forest_painting_.png,Italian
Fortitude_Botticelli_.png,Italian
FreedomofWorship_painting_.png,Italian
Gabrielled_Estr_esetunedesess_urs.png,Italian
GalaxyofMusicians.png,Italian
GirlbeforeaMirror.png,Italian
GirlinaWhiteKimono.png,Italian
GirlsatthePiano.png,Italian
GirlwithBall.png,Italian
GirlwithaPearlEarring.png,Italian
GloucesterHarbor_WilliamMorrisHunt_.png,Italian
GreeceontheRuinsofMissolonghi.png,Italian
Habokusansui.png,Italian
HamptonCourtBeauties.png,Italian
HandwithReflectingSphere.png,Italian
HeadofaCatalanPeasant.png,Italian
HeadofaWoman_Delacroix_.png,Italian
HelenofTroy_painting_.png,Italian
HolyFamilywithaFemaleSaint_Mantegna_.png,Italian
HopeII.png,Italian
Hunter_sRoom.png,Italian
InteriorwithaMotherclosetoaCradle.png,Italian
IntheLoge.png,Italian
ItalianWomanwithChildrenbyaStream.png,Italian
JosephtheCarpenter.png,Italian
Jupiter_NeptuneandPluto.png,Italian
LaBelleZ_lie.png,Italian
LaGloria_Titian_.png,Italian
LaGrenouill_re_Renoir_.png,Italian
LaReconquistadeBuenosAires.png,Italian
Labaigneuseblonde_1881_.png,Italian
LabarcadeAqueronte.png,Italian
LamentationofChrist_Mantegna_.png,Italian
LandscapeNearFigueras.png,Italian
LandscapewithPsycheOutsidethePalaceofCupid.png,Italian
LandscapewithTwoNymphs.png,Italian
LandscapewithWaterfall.png,Italian
LasDamasRomanas.png,Italian
LasHilanderas_Vel_zquez_.png,Italian
LastSupper_Cranach_.png,Italian
LaughingBoy_painting_.png,Italian
LeFumeur.png,Italian
LePontdel_Europe.png,Italian
LeTravailinterrompu.png,Italian
Leconcertchamp_tre.png,Italian
Lego_ter_TeaTime_.png,Italian
Lennuk_Triik_.png,Italian
LesAlyscamps.png,Italian
Levieillard_Pourtau_.png,Italian
Levioloncelliste.png,Italian
Liberation_painting_.png,Italian
LimitsofReason_PaulKlee_.png,Italian
LithuanianGirlwithPalmSundayFronds.png,Italian
LittleBlueHorse.png,Italian
LunchattheRestaurantFournaise.png,Italian
MadonnaAdoringtheSleepingChristChild.png,Italian
MadonnaandChildEnthroned_FilippoLippi_.png,Italian
MadonnaandChild_Bellini_Venice_1475_.png,Italian
MadonnaandChildwithStJohntheBaptistandStCatherineofAlexandria.png,Italian
Madonnadellatenda.png,Italian
MadonnaofDivineLove.png,Italian
MadonnaoftheMagnificat.png,Italian
MadonnaoftheRoseBower.png,Italian
MadonnawiththeLongNeck.png,Italian
ManwithaGlove.png,Italian
MarcusCuriusDentatusrefusesthegiftsoftheSamnites.png,Italian
MarriageoftheVirgin_Perugino_.png,Italian
MarsandVenuswithCupidandaDog.png,Italian
MarshyLandscape.png,Italian
MartinengoAltarpiece.png,Italian
MartyrdomoftheTenThousand.png,Italian
MetamorphosisofNarcissus.png,Italian
MetaphysicalInteriorwithLargeFactory.png,Italian
Metempsychosis_YokoyamaTaikan_.png,Italian
MissBentham.png,Italian
MissNightingaleatScutari_1854.png,Italian
MoreelTriptych.png,Italian
MosesLeavingforEgypt_Perugino_.png,Italian
MrandMrsAndrews.png,Italian
NudewithDressingGown.png,Italian
OedipusandtheSphinx_Ingres_.png,Italian
OntheWallabyTrack.png,Italian
Ophelia_JohnWilliamWaterhouse_.png,Italian
OverMyDeadBody_RamonCasas_.png,Italian
OvertheTop_painting_.png,Italian
ParisStreet_RainyDay.png,Italian
PastoralConcert.png,Italian
PerseusandAndromeda_Rubens_.png,Italian
PerugiaAltarpiece.png,Italian
Piet__Perugino_.png,Italian
PinkandBlue_Renoir_.png,Italian
PlacedelaConcorde_painting_.png,Italian
PoldiPezzoliMadonna.png,Italian
PortraitofAlviseCornaro.png,Italian
PortraitofCarolineMurat_QueenofNaples.png,Italian
PortraitofChaliapin.png,Italian
PortraitofChristinaofDenmark.png,Italian
PortraitofDo_aIsabeldeRequesensyEnr_quezdeCardona-Anglesola.png,Italian
PortraitofElisabettaGonzaga.png,Italian
PortraitofFranciscoLezcano.png,Italian
PortraitofGerarddeLairesse.png,Italian
PortraitofGuidobaldodaMontefeltro.png,Italian
PortraitofJuandePareja.png,Italian
PortraitofLeslieW_Miller.png,Italian
PortraitofMadameDuvaucey.png,Italian
PortraitofMarchesaBrigidaSpinola-Doria.png,Italian
PortraitofProfessorBenjaminH_Rand.png,Italian
PortraitofVincentNubiola.png,Italian
PortraitofaCardinal_Raphael_.png,Italian
PortraitofaLargeDog.png,Italian
PortraitofaManHoldingGloves.png,Italian
PortraitofaMan_Rembrandt_NewYork_.png,Italian
PortraitofaWoman_vanderWeyden_.png,Italian
PortraitofaYoungManwithaBook_Bronzino_.png,Italian
PortraitoftheArtist_sFamily.png,Italian
PortraitoftheCount-DukeofOlivares_Hermitage_.png,Italian
PortraitoftheDukeofWellington.png,Italian
Portraitofthegem-cutterDionysioMiseroniandhisfamily.png,Italian
PrinceBalthasarCharleswithaDwarf.png,Italian
PrisonInterior.png,Italian
ProfilePortraitofaLady.png,Italian
PrometheusBeingChainedbyVulcan.png,Italian
PrometheusBound_Rubens_.png,Italian
PunishmentoftheSonsofCorah.png,Italian
RebeccaandEliezerattheWell.png,Italian
RegattaatSainte-Adresse_Monet_.png,Italian
RestontheFlightintoEgypt_David_RoyalMuseumofFineArtsAntwerp_.png,Italian
Rhythms_Delaunay_.png,Italian
RomanCapriccio_ThePantheonandOtherMonuments.png,Italian
RoughSeaataJetty.png,Italian
SaintBarbara_vanEyck_.png,Italian
SaintGeorgeandtheDragon_Uccello_.png,Italian
SaintJeromeHearstheTrumpetoftheLastJudgment.png,Italian
SaintJeromeandtheAngelofJudgement.png,Italian
SaintJohntheEvangelist_Domenichino_.png,Italian
SaintJohntheEvangelist_ElGreco_Madrid_.png,Italian
SaintSebastianTendedbySaintIrene_HendrickterBrugghen_.png,Italian
SanPietroMartireTriptych.png,Italian
SansepolcroAltarpiece.png,Italian
Sant_AntonioAbate_MattiaPreti_.png,Italian
SceneattheSigningoftheConstitutionoftheUnitedStates.png,Italian
Seine_VanGoghseries_.png,Italian
Self-PortraitAged24.png,Italian
Self-PortraitwithBandagedEar.png,Italian
Self-PortraitwithPalette_Manet_.png,Italian
Self-PortraitwithaFriend.png,Italian
ShepherdessSeatedonaRock.png,Italian
SibyllaSambetha.png,Italian
SixtusIVAppointingPlatinaasPrefectoftheVaticanLibrary.png,Italian
SkittlePlayersoutsideanInn.png,Italian
SlaughteredOx.png,Italian
SleepingCupid_Caravaggio_.png,Italian
SleepingVenus_Giorgione_.png,Italian
SouvenirdeMortefontaine.png,Italian
SpedalingoAltarpiece.png,Italian
SpelloPiet_.png,Italian
StHughintheCarthusianRefectory.png,Italian
St_JeromeintheWilderness_D_rer_.png,Italian
St_Michael_Raphael_.png,Italian
StageFortacrossGloucesterHarbor.png,Italian
StephenB_thoryatPskov.png,Italian
StillLifeofaLamb_sHeadandFlanks.png,Italian
StillLifewithOldShoe.png,Italian
StillLifewithSweets.png,Italian
StormySeain_tretat.png,Italian
Surf_IslesofShoals.png,Italian
SurrenderofGeneralBurgoyne.png,Italian
Tampuhan_painting_.png,Italian
TeethTracks.png,Italian
TheAdorationoftheGoldenCalf.png,Italian
TheAfternoonMeal_LuisMel_ndez_.png,Italian
TheAgeofReptiles.png,Italian
TheAngerofAchilles.png,Italian
TheAwakeningConscience.png,Italian
TheBacchanaloftheAndrians.png,Italian
TheBattleBetweenLoveandChastity.png,Italian
TheBirthofVenus_Bouguereau_.png,Italian
TheBoy_Modigliani_.png,Italian
TheBridge_M_C_Escher_.png,Italian
TheBrightSide_painting_.png,Italian
TheCallingofStMatthew_Caravaggio_.png,Italian
TheCircus_Seurat_.png,Italian
TheCobbler_sApprentice.png,Italian
TheCollectorofPrints_EdgarDegas_.png,Italian
TheConjurer_painting_.png,Italian
TheDeathofSocrates.png,Italian
TheDistrestPoet.png,Italian
TheDyingDandy.png,Italian
TheEducationoftheVirgin_PaintingbyMichaelinaWautier_.png,Italian
TheEmbarkationoftheQueenofSheba.png,Italian
TheEnigmaoftheHour.png,Italian
TheFianc_eofBelus.png,Italian
TheFindingofErichthonius.png,Italian
TheFindingofMoses_Alma-Tademapainting_.png,Italian
TheForestFire.png,Italian
TheForge_Goya_.png,Italian
TheFountainofIndolence.png,Italian
TheGhostofaFlea.png,Italian
TheGildedCage_EvelynDeMorganpainting_.png,Italian
TheGildedCage_SaintGeorgeHarepainting_.png,Italian
TheHolyFamilywithSaintJoachimandSaintAnneBeforetheEternalGlory.png,Italian
TheIncredulityofSaintThomas_Caravaggio_.png,Italian
TheInterventionoftheSabineWomen.png,Italian
TheJesterDonJohnofAustria.png,Italian
TheKingDrinks_Jordaens_Brussels_.png,Italian
TheKitchenMaid_Chardin_.png,Italian
TheKnittingGirl.png,Italian
TheLacemaker_Vermeer_.png,Italian
TheLadyofShalott_painting_.png,Italian
TheLastJudgment_Boschtriptych_.png,Italian
TheListeningHousewife.png,Italian
TheLordisMyShepherd_EastmanJohnson_.png,Italian
TheMadonnaandChildwithSaintsJoseph_Elizabeth_andJohntheBaptist.png,Italian
TheMarriageofStrongbowandAoife.png,Italian
TheMartyrdomofSaintMaurice.png,Italian
TheMassatBolsena.png,Italian
TheMiracleoftheDesecratedHost.png,Italian
TheMonarchoftheGlen_painting_.png,Italian
TheParisianLife_painting_.png,Italian
ThePastonTreasure.png,Italian
TheRussianShipoftheLine_Asow_andaFrigateatAnchorintheRoadsofElsinore.png,Italian
TheSacramentoftheLastSupper.png,Italian
TheSeasideatPalavas.png,Italian
TheShrimpGirl.png,Italian
TheSlaveShip.png,Italian
TheSource_Ingres_.png,Italian
TheStoningofSaintStephen.png,Italian
TheStoryofVirginia_Botticelli_.png,Italian
TheStreetEnterstheHouse.png,Italian
TheSubmissionofPrinceDipoNegorotoGeneralDeKock.png,Italian
TheTemptationofSaintAnthony_Ernstpainting_.png,Italian
TheThreePhilosophers.png,Italian
TheTributeMoney_Titian_.png,Italian
TheTwoSisters_Lemmenpainting_.png,Italian
TheVirginandChildwithTwoAngels_AndreadelVerrochio_.png,Italian
TheVirginofCharity_ElGreco_.png,Italian
TheVisionofSaintPeterNolasco.png,Italian
TheWatzmann.png,Italian
TheYellowHouse.png,Italian
TheodosiusandSaintAmbrose_Rubens_.png,Italian
TimeordersOldAgetodestroyBeauty.png,Italian
Triptych_May_June1973.png,Italian
TwoGirlsDressingaKittenbyCandlelight.png,Italian
TwoRunningGirls.png,Italian
TwoWomenwithaCandle.png,Italian
U_S_A__painting_.png,Italian
VenusandAmor.png,Italian
VenusandMars_Botticelli_.png,Italian
ViewfromtheArtist_sWindow.png,Italian
ViewofEgmondaanZee.png,Italian
VincentvanGogh_Russellpainting_.png,Italian
Vr_actriptych.png,Italian
WaterWillow_Rossetti_.png,Italian
WheatFields_vanRuisdael_.png,Italian
WomanwithaPearlNecklaceinaLoge.png,Italian
YoungGardeners.png,Italian
YoungLadiesoftheVillage.png,Italian
YoungManwithanApple_Raphael_.png,Italian
YvonneetChristineLerolleaupiano.png,Italian
